step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
995,0.55337,0.84496,,
996,0.73274,0.79231,,
997,0.55534,0.84211,,
998,0.55716,0.825,,
999,0.27563,0.90625,,
1000,0.49944,0.8547,0.76811,0.79688
1001,0.56284,0.82576,,
1002,0.79937,0.77064,,
1003,0.46667,0.87705,,
1004,0.64779,0.79221,,
1005,0.37703,0.88525,,
1006,0.68977,0.77477,,
1007,0.69603,0.78313,,
1008,0.94301,0.73826,,
1009,0.5607,0.80172,,
1010,0.31771,0.87755,,
1011,0.70006,0.79825,,
1012,0.48094,0.84058,,
1013,0.40477,0.85385,,
1014,0.54555,0.80315,,
1015,0.47154,0.87037,,
1016,0.59988,0.84868,,
1017,0.69788,0.792,,
1018,0.95509,0.75862,,
1019,0.70155,0.79464,,
1020,0.75418,0.78571,,
1021,0.67921,0.80147,,
1022,0.54497,0.79032,,
1023,0.69782,0.78351,,
1024,0.71279,0.79775,,
1025,0.32387,0.875,,
1026,0.49509,0.80469,,
1027,0.86225,0.78832,,
1028,0.36638,0.8777,,
1029,0.77514,0.76596,,
1030,0.80897,0.76471,,
1031,0.45877,0.85714,,
1032,1.18138,0.68553,,
1033,0.66736,0.82524,,
1034,0.48426,0.8913,,
1035,0.69654,0.77665,,
1036,0.47654,0.85714,,
1037,0.43256,0.8642,,
1038,0.50232,0.84868,,
1039,0.28884,0.9186,,
1040,0.50709,0.83007,,
1041,0.69357,0.79389,,
1042,0.72968,0.77477,,
1043,0.39742,0.85294,,
1044,0.57358,0.81061,,
1045,0.63906,0.77099,,
1046,0.61669,0.82353,,
1047,0.63153,0.78621,,
1048,0.58432,0.79054,,
1049,0.53934,0.84247,,
1050,0.78373,0.77193,,
1051,0.80753,0.69565,,
1052,0.75128,0.75969,,
1053,0.45384,0.82667,,
1054,0.74928,0.76271,,
1055,0.33811,0.90566,,
1056,0.97182,0.70629,,
1057,0.78023,0.78151,,
1058,0.40836,0.85714,,
1059,0.66726,0.76852,,
1060,0.6182,0.78641,,
1061,0.56581,0.83036,,
1062,0.91128,0.728,,
1063,0.53216,0.82645,,
1064,0.60229,0.82524,,
1065,1.3649,0.63158,,
1066,0.75479,0.72727,,
1067,0.63359,0.76471,,
1068,0.64245,0.77876,,
1069,0.58113,0.83077,,
1070,0.5458,0.82787,,
1071,0.54293,0.83871,,
1072,0.47293,0.84868,,
1073,0.56796,0.83333,,
1074,0.47524,0.87288,,
1075,0.60417,0.75352,,
1076,0.611,0.77206,,
1077,0.47372,0.82609,,
1078,0.72843,0.7931,,
1079,0.58882,0.79528,,
1080,0.66287,0.78571,,
1081,0.55416,0.79085,,
1082,0.63996,0.79381,,
1083,0.37079,0.90833,,
1084,0.37363,0.86667,,
1085,0.64769,0.77551,,
1086,1.46157,0.58261,,
1087,0.50551,0.87218,,
1088,0.81369,0.73381,,
1089,0.56621,0.85586,,
1090,0.48985,0.83471,,
1091,0.5338,0.80672,,
1092,0.6771,0.75806,,
1093,0.42823,0.86709,,
1094,0.62008,0.81818,,
1095,0.49582,0.792,,
1096,0.48109,0.85,,
1097,0.34275,0.86735,,
1098,0.38081,0.84167,,
1099,0.55708,0.84328,,
1100,0.71418,0.77586,0.51227,0.87179
1101,0.42642,0.88889,,
1102,0.51075,0.86047,,
1103,0.49536,0.85321,,
1104,0.31975,0.88235,,
1105,0.38135,0.86047,,
1106,0.46413,0.83704,,
1107,0.54465,0.84783,,
1108,0.72972,0.74016,,
1109,0.42709,0.86614,,
1110,0.56612,0.80556,,
1111,0.72749,0.78621,,
1112,1.3623,0.64844,,
1113,0.48606,0.82576,,
1114,0.5635,0.82243,,
1115,0.86311,0.75325,,
1116,0.66719,0.8,,
1117,0.60138,0.82667,,
1118,0.73086,0.80645,,
1119,0.40104,0.85714,,
1120,0.71633,0.80488,,
1121,0.69402,0.77778,,
1122,0.35591,0.93103,,
1123,0.83046,0.75728,,
1124,0.53331,0.81513,,
1125,0.41418,0.88696,,
1126,0.77554,0.80328,,
1127,0.83682,0.73267,,
1128,0.94984,0.74468,,
1129,0.70971,0.78481,,
1130,0.47091,0.8254,,
1131,0.53969,0.82734,,
1132,0.64431,0.82482,,
1133,0.62722,0.80791,,
1134,0.62321,0.77778,,
1135,0.47603,0.80357,,
1136,0.70294,0.7807,,
1137,0.6003,0.8125,,
1138,0.31787,0.86842,,
1139,0.52092,0.80597,,
1140,0.51634,0.81967,,
1141,0.44337,0.85938,,
1142,0.7634,0.78226,,
1143,0.54087,0.81102,,
1144,0.9128,0.7459,,
1145,0.62049,0.74545,,
1146,0.74268,0.74797,,
1147,0.54646,0.80769,,
1148,0.38307,0.8777,,
1149,0.68438,0.79605,,
1150,0.54433,0.81481,,
1151,0.65172,0.7971,,
1152,0.56256,0.77528,,
1153,0.39228,0.90625,,
1154,0.63472,0.77551,,
1155,0.94095,0.76238,,
1156,0.71564,0.79851,,
1157,1.44455,0.65957,,
1158,0.50026,0.84472,,
1159,0.71204,0.77778,,
1160,0.4947,0.84559,,
1161,0.46185,0.86184,,
1162,0.60285,0.81746,,
1163,0.49594,0.81395,,
1164,0.68815,0.78082,,
1165,0.55601,0.77358,,
1166,0.79052,0.74706,,
1167,0.50855,0.87903,,
1168,0.53442,0.78632,,
1169,0.73621,0.7594,,
1170,0.80725,0.77953,,
1171,0.44154,0.81595,,
1172,0.46192,0.83178,,
1173,0.56557,0.82418,,
1174,0.63172,0.77914,,
1175,0.54729,0.85385,,
1176,0.78179,0.74265,,
1177,0.56422,0.83077,,
1178,0.64628,0.8254,,
1179,1.3394,0.63704,,
1180,0.44469,0.80833,,
1181,0.55974,0.76296,,
1182,0.59002,0.80556,,
1183,0.76969,0.71642,,
1184,0.64357,0.78788,,
1185,0.74796,0.75333,,
1186,0.55828,0.84071,,
1187,0.6551,0.8,,
1188,0.61953,0.84259,,
1189,0.55978,0.81679,,
1190,0.49652,0.82394,,
1191,0.35639,0.89474,,
1192,0.75972,0.77465,,
1193,0.64051,0.82222,,
1194,0.59525,0.816,,
1195,1.18781,0.72388,,
1196,0.52308,0.79365,,
1197,0.66787,0.78378,,
1198,0.78994,0.74766,,
1199,0.88637,0.71212,,
1200,1.16852,0.712,0.75527,0.80132
1201,0.3311,0.87255,,
1202,0.56862,0.80255,,
1203,0.64389,0.75962,,
1204,0.58338,0.82,,
1205,0.62815,0.82143,,
1206,0.6088,0.83962,,
1207,0.51698,0.81679,,
1208,0.52305,0.82927,,
1209,0.72788,0.79195,,
1210,0.52944,0.80435,,
1211,0.88923,0.77193,,
1212,0.94134,0.77941,,
1213,0.42877,0.86111,,
1214,0.73545,0.82258,,
1215,0.79545,0.77305,,
1216,0.65781,0.7874,,
1217,0.71286,0.75691,,
1218,1.0465,0.72269,,
1219,0.64513,0.78992,,
1220,0.53778,0.82482,,
1221,0.64111,0.80342,,
1222,0.75141,0.72222,,
1223,0.57619,0.83478,,
1224,0.43955,0.85849,,
1225,0.94606,0.70866,,
1226,0.57689,0.78049,,
1227,0.45548,0.83838,,
1228,0.51787,0.82114,,
1229,0.97359,0.75532,,
1230,0.85308,0.71028,,
1231,0.73655,0.79286,,
1232,0.68824,0.79817,,
1233,0.53349,0.81,,
1234,0.39204,0.89041,,
1235,0.57023,0.84211,,
1236,0.67268,0.81522,,
1237,0.69428,0.81884,,
1238,0.89224,0.72727,,
1239,0.56438,0.81132,,
1240,0.54345,0.8227,,
1241,0.67819,0.75781,,
1242,0.52328,0.84,,
1243,0.58294,0.82963,,
1244,0.61978,0.75676,,
1245,0.51828,0.87611,,
1246,0.35074,0.84677,,
1247,0.35734,0.87736,,
1248,0.83809,0.7619,,
1249,0.4965,0.8587,,
1250,0.57174,0.78632,,
1251,0.63157,0.77165,,
1252,0.68081,0.8,,
1253,0.73526,0.80189,,
1254,0.61292,0.84559,,
1255,0.97524,0.72185,,
1256,0.55881,0.80137,,
1257,0.38667,0.87705,,
1258,0.67729,0.79355,,
1259,0.64872,0.8,,
1260,0.65558,0.78151,,
1261,0.73179,0.79389,,
1262,0.53169,0.87975,,
1263,0.4655,0.84242,,
1264,0.71703,0.78761,,
1265,0.35628,0.88618,,
1266,0.41028,0.87179,,
1267,0.38104,0.88596,,
1268,0.52835,0.79032,,
1269,0.30985,0.90179,,
1270,0.30565,0.9,,
1271,0.45613,0.8535,,
1272,0.33093,0.88722,,
1273,0.95174,0.73043,,
1274,0.99321,0.71111,,
1275,0.45929,0.875,,
1276,0.29053,0.93151,,
1277,0.61068,0.8125,,
1278,0.4747,0.85455,,
1279,0.57314,0.81452,,
1280,0.76358,0.76415,,
1281,0.31262,0.87755,,
1282,0.4792,0.82222,,
1283,0.35152,0.87402,,
1284,0.30747,0.8777,,
1285,0.63902,0.82927,,
1286,0.31377,0.90769,,
1287,0.53144,0.83333,,
1288,0.44151,0.84058,,
1289,0.37382,0.88333,,
1290,0.40145,0.85965,,
1291,0.51124,0.85593,,
1292,0.45485,0.86567,,
1293,0.34137,0.86486,,
1294,0.46236,0.84536,,
1295,0.49996,0.84962,,
1296,0.35343,0.87879,,
1297,0.21631,0.94444,,
1298,0.52879,0.83158,,
1299,0.3336,0.89865,,
1300,0.47217,0.84746,1.01341,0.7549
1301,0.49474,0.79195,,
1302,0.58379,0.82677,,
1303,0.40828,0.86,,
1304,0.45266,0.86029,,
1305,0.39467,0.91045,,
1306,0.51243,0.84663,,
1307,0.23193,0.91667,,
1308,0.50218,0.825,,
1309,0.32484,0.85981,,
1310,0.46903,0.86792,,
1311,0.62167,0.78295,,
1312,0.33761,0.88406,,
1313,0.31214,0.87826,,
1314,0.32448,0.89552,,
1315,0.25301,0.93277,,
1316,0.68763,0.77181,,
1317,0.41578,0.87143,,
1318,0.61339,0.81452,,
1319,0.66373,0.78992,,
1320,0.38448,0.86179,,
1321,0.61012,0.81884,,
1322,0.43711,0.87179,,
1323,0.34533,0.91453,,
1324,0.51466,0.84892,,
1325,0.35552,0.89583,,
1326,0.4947,0.7973,,
1327,0.58642,0.79365,,
1328,0.31588,0.90411,,
1329,0.4683,0.86331,,
1330,0.33715,0.90678,,
1331,0.52105,0.82203,,
1332,0.33078,0.88496,,
1333,0.4946,0.875,,
1334,0.74751,0.77778,,
1335,0.39619,0.84298,,
1336,0.24907,0.90909,,
1337,0.22779,0.93,,
1338,0.37971,0.88462,,
1339,0.4678,0.84559,,
1340,0.39888,0.875,,
1341,0.49558,0.84071,,
1342,0.2825,0.89516,,
1343,0.50783,0.85625,,
1344,0.57918,0.85714,,
1345,0.47649,0.83333,,
1346,0.38317,0.90826,,
1347,0.33649,0.86164,,
1348,0.29143,0.90984,,
1349,0.51693,0.83168,,
1350,0.42782,0.83168,,
1351,0.57819,0.8705,,
1352,0.44539,0.84483,,
1353,0.46944,0.85156,,
1354,0.44618,0.84615,,
1355,0.43692,0.81818,,
1356,0.46078,0.85321,,
1357,0.28685,0.88971,,
1358,0.43391,0.88182,,
1359,0.35913,0.81818,,
1360,0.29099,0.90083,,
1361,0.41574,0.84868,,
1362,0.70596,0.80292,,
1363,0.72603,0.77301,,
1364,0.42298,0.88372,,
1365,0.4694,0.81618,,
1366,0.33681,0.89349,,
1367,0.43176,0.81538,,
1368,0.39616,0.84906,,
1369,0.84386,0.78022,,
1370,0.46169,0.85859,,
1371,0.82081,0.78295,,
1372,0.34012,0.92035,,
1373,0.29447,0.91579,,
1374,0.56488,0.85401,,
1375,0.33061,0.86957,,
1376,0.3235,0.88991,,
1377,0.31952,0.875,,
1378,0.50132,0.79808,,
1379,0.51579,0.80952,,
1380,0.41231,0.85075,,
1381,0.33782,0.92982,,
1382,0.34901,0.875,,
1383,0.48434,0.84615,,
1384,0.10262,0.96703,,
1385,0.32747,0.88991,,
1386,0.69716,0.80576,,
1387,0.45871,0.82292,,
1388,0.95467,0.73043,,
1389,0.41334,0.86719,,
1390,0.37854,0.83636,,
1391,0.38757,0.85714,,
1392,0.56821,0.79651,,
1393,0.3615,0.85833,,
1394,0.51048,0.85075,,
1395,0.2438,0.92063,,
1396,0.4116,0.86992,,
1397,0.41113,0.85526,,
1398,0.33785,0.88028,,
1399,0.58165,0.78571,,
1400,0.36626,0.88189,0.63568,0.7757
1401,0.47167,0.84921,,
1402,0.4537,0.84828,,
1403,0.46699,0.88073,,
1404,0.34181,0.87619,,
1405,0.30247,0.87395,,
1406,0.39364,0.87037,,
1407,0.61115,0.78621,,
1408,0.40328,0.85714,,
1409,0.46532,0.84146,,
1410,0.25236,0.90351,,
1411,0.27224,0.925,,
1412,0.41184,0.84348,,
1413,0.22569,0.93,,
1414,0.58692,0.84177,,
1415,0.33406,0.89623,,
1416,0.23644,0.93333,,
1417,0.25829,0.91736,,
1418,0.17696,0.93631,,
1419,0.66023,0.82645,,
1420,0.315,0.92647,,
1421,0.33239,0.88,,
1422,0.25328,0.90323,,
1423,0.3855,0.88136,,
1424,0.52989,0.88281,,
1425,0.39977,0.86992,,
1426,0.27077,0.89781,,
1427,0.3188,0.91597,,
1428,0.62723,0.79545,,
1429,0.33525,0.92727,,
1430,0.33093,0.91525,,
1431,0.53628,0.824,,
1432,0.34375,0.88889,,
1433,0.39993,0.84746,,
1434,0.28763,0.90769,,
1435,0.28121,0.90196,,
1436,0.30275,0.86325,,
1437,0.34248,0.86861,,
1438,0.63853,0.82114,,
1439,0.49394,0.81343,,
1440,0.47094,0.86607,,
1441,0.74951,0.79048,,
1442,0.41769,0.87156,,
1443,0.43258,0.82407,,
1444,0.41232,0.87611,,
1445,0.54443,0.81061,,
1446,0.34365,0.90132,,
1447,0.27436,0.89313,,
1448,0.48228,0.81148,,
1449,0.49349,0.8595,,
1450,0.39745,0.90435,,
1451,0.31405,0.9009,,
1452,0.4044,0.85156,,
1453,0.65455,0.75309,,
1454,0.34716,0.87903,,
1455,0.54368,0.81416,,
1456,0.49458,0.83158,,
1457,0.29001,0.93939,,
1458,0.49546,0.83448,,
1459,0.41899,0.84545,,
1460,0.3426,0.90066,,
1461,0.35053,0.87591,,
1462,0.61689,0.78049,,
1463,0.42012,0.8662,,
1464,0.50353,0.82432,,
1465,0.70235,0.80992,,
1466,0.3219,0.90647,,
1467,0.47822,0.86458,,
1468,0.3919,0.86792,,
1469,0.30404,0.89167,,
1470,0.32353,0.91473,,
1471,0.50554,0.87429,,
1472,0.36334,0.89076,,
1473,0.38178,0.84821,,
1474,0.43267,0.80374,,
1475,0.20688,0.92742,,
1476,0.41509,0.86232,,
1477,0.45472,0.86928,,
1478,0.27972,0.92035,,
1479,0.41495,0.85915,,
1480,0.37158,0.875,,
1481,0.41687,0.85811,,
1482,0.45517,0.86792,,
1483,0.43529,0.87755,,
1484,0.53343,0.87387,,
1485,0.46427,0.84615,,
1486,0.27258,0.89286,,
1487,0.31656,0.91964,,
1488,0.3376,0.85965,,
1489,0.79731,0.81046,,
1490,0.31429,0.88421,,
1491,0.29407,0.92258,,
1492,0.42536,0.89286,,
1493,0.48482,0.82759,,
1494,0.39904,0.88489,,
1495,0.56038,0.84615,,
1496,0.27879,0.90435,,
1497,0.42176,0.875,,
1498,0.26774,0.92647,,
1499,0.54847,0.83846,,
1500,0.33511,0.9,1.1217,0.70175
1501,0.637,0.85333,,
1502,0.33508,0.88321,,
1503,0.37387,0.9,,
1504,0.47385,0.8254,,
1505,0.15694,0.9469,,
1506,0.47547,0.8254,,
1507,0.54661,0.82407,,
1508,0.41837,0.86614,,
1509,0.29095,0.89844,,
1510,0.43469,0.87597,,
1511,0.54184,0.8,,
1512,0.26531,0.94898,,
1513,0.458,0.84956,,
1514,0.47662,0.84314,,
1515,0.67239,0.79866,,
1516,0.3856,0.89888,,
1517,0.25744,0.88961,,
1518,0.21171,0.92683,,
1519,0.31452,0.91346,,
1520,0.3501,0.875,,
1521,0.41269,0.87586,,
1522,0.96858,0.75207,,
1523,0.44023,0.80833,,
1524,0.36814,0.88189,,
1525,0.29388,0.91379,,
1526,0.25925,0.92754,,
1527,0.42359,0.88696,,
1528,0.6716,0.78169,,
1529,0.63153,0.77778,,
1530,0.49819,0.83193,,
1531,0.49184,0.84,,
1532,0.26556,0.91667,,
1533,0.85513,0.7482,,
1534,0.3731,0.86667,,
1535,0.45471,0.83553,,
1536,0.46462,0.82443,,
1537,0.44268,0.86364,,
1538,0.48293,0.85517,,
1539,0.38045,0.85811,,
1540,0.61038,0.83186,,
1541,0.52485,0.83193,,
1542,0.79132,0.71939,,
1543,0.32705,0.91045,,
1544,1.17683,0.69291,,
1545,0.64428,0.83784,,
1546,0.56273,0.86719,,
1547,0.43903,0.86207,,
1548,0.64552,0.79487,,
1549,0.46713,0.85156,,
1550,0.49315,0.87413,,
1551,0.38358,0.87402,,
1552,0.36229,0.87387,,
1553,0.57306,0.81818,,
1554,0.41618,0.85833,,
1555,0.59594,0.875,,
1556,0.51083,0.83495,,
1557,0.35955,0.87611,,
1558,0.3444,0.88158,,
1559,0.50933,0.78814,,
1560,0.40546,0.88571,,
1561,0.41335,0.86395,,
1562,0.28268,0.9322,,
1563,0.35188,0.90164,,
1564,1.00118,0.71901,,
1565,0.32367,0.896,,
1566,0.40924,0.84071,,
1567,0.33583,0.90541,,
1568,0.4786,0.86861,,
1569,0.62645,0.77632,,
1570,0.54611,0.81061,,
1571,0.34212,0.91525,,
1572,0.34015,0.86232,,
1573,0.61421,0.81102,,
1574,0.28488,0.90984,,
1575,0.55883,0.8227,,
1576,0.43417,0.85965,,
1577,0.33894,0.90833,,
1578,0.25075,0.91241,,
1579,0.27417,0.8871,,
1580,0.57936,0.81176,,
1581,0.26546,0.89062,,
1582,0.38864,0.88696,,
1583,0.33497,0.89796,,
1584,0.5172,0.82836,,
1585,0.5249,0.83784,,
1586,0.45877,0.87143,,
1587,0.35417,0.87037,,
1588,0.52682,0.83333,,
1589,0.37977,0.90972,,
1590,0.69702,0.72611,,
1591,0.35867,0.88696,,
1592,1.01665,0.70229,,
1593,0.35417,0.88028,,
1594,0.61202,0.83916,,
1595,0.49751,0.85981,,
1596,0.42926,0.86555,,
1597,0.64726,0.8018,,
1598,0.6046,0.80392,,
1599,0.50061,0.84,,
1600,0.47545,0.8125,0.75329,0.78431
1601,0.36379,0.86607,,
1602,0.25047,0.90909,,
1603,0.73496,0.76,,
1604,0.40121,0.88372,,
1605,0.33546,0.91111,,
1606,0.242,0.93333,,
1607,0.51273,0.83333,,
1608,0.41686,0.85345,,
1609,0.59314,0.84259,,
1610,0.62943,0.78616,,
1611,0.52626,0.85455,,
1612,0.4108,0.89474,,
1613,0.5077,0.87603,,
1614,0.45,0.87069,,
1615,0.57613,0.80667,,
1616,0.49513,0.84146,,
1617,0.47214,0.84247,,
1618,0.6037,0.7973,,
1619,0.60928,0.80597,,
1620,0.45007,0.86139,,
1621,0.49393,0.79832,,
1622,0.31719,0.91176,,
1623,0.42946,0.8626,,
1624,0.47581,0.85385,,
1625,0.49266,0.89062,,
1626,0.54237,0.83019,,
1627,0.55946,0.81356,,
1628,0.34671,0.8855,,
1629,0.3246,0.8764,,
1630,0.44332,0.86992,,
1631,0.4909,0.83871,,
1632,0.52395,0.86207,,
1633,0.17952,0.91803,,
1634,0.60586,0.80435,,
1635,0.45112,0.856,,
1636,0.37655,0.875,,
1637,0.37017,0.87611,,
1638,1.27075,0.67176,,
1639,0.37818,0.89041,,
1640,0.56771,0.83168,,
1641,0.50931,0.84091,,
1642,0.46534,0.85385,,
1643,0.55527,0.84559,,
1644,0.36146,0.88333,,
1645,0.57175,0.81301,,
1646,0.48346,0.82609,,
1647,0.37561,0.89474,,
1648,0.47665,0.87705,,
1649,0.41056,0.84615,,
1650,0.50352,0.86047,,
1651,0.36729,0.88971,,
1652,0.32646,0.88889,,
1653,0.35189,0.88321,,
1654,0.42501,0.85217,,
1655,0.3472,0.85632,,
1656,0.49605,0.84091,,
1657,0.3567,0.8705,,
1658,0.49506,0.83582,,
1659,0.28415,0.89916,,
1660,0.60741,0.76364,,
1661,0.26724,0.91339,,
1662,0.39275,0.85,,
1663,0.29112,0.91538,,
1664,0.25166,0.90323,,
1665,0.55128,0.80435,,
1666,0.57792,0.8125,,
1667,0.27776,0.90741,,
1668,0.33485,0.92994,,
1669,1.22179,0.73529,,
1670,0.42171,0.88182,,
1671,0.24418,0.93162,,
1672,0.51665,0.80292,,
1673,0.37484,0.85714,,
1674,0.22503,0.93289,,
1675,0.72804,0.76423,,
1676,0.24391,0.93277,,
1677,0.51614,0.85606,,
1678,0.31403,0.89916,,
1679,0.38748,0.86842,,
1680,0.50786,0.83212,,
1681,0.40821,0.84242,,
1682,0.39969,0.85385,,
1683,0.5293,0.86232,,
1684,0.52153,0.81081,,
1685,0.34706,0.88112,,
1686,0.35358,0.87069,,
1687,0.35188,0.85271,,
1688,0.56544,0.81579,,
1689,0.23944,0.91304,,
1690,0.42906,0.86061,,
1691,0.33571,0.87603,,
1692,0.26466,0.91597,,
1693,0.56836,0.85,,
1694,0.3196,0.87912,,
1695,0.57772,0.81651,,
1696,0.4555,0.84615,,
1697,0.29904,0.89916,,
1698,0.86763,0.76923,,
1699,0.39642,0.86093,,
1700,0.42396,0.85315,1.01249,0.74436
1701,0.56462,0.82993,,
1702,0.1906,0.93204,,
1703,0.42731,0.84536,,
1704,0.34338,0.82781,,
1705,0.42466,0.87402,,
1706,0.38328,0.85315,,
1707,0.4691,0.83784,,
1708,0.53783,0.83333,,
1709,0.42314,0.9,,
1710,0.24564,0.91304,,
1711,0.5764,0.86139,,
1712,0.40327,0.85106,,
1713,0.30342,0.87097,,
1714,0.34877,0.8806,,
1715,0.53239,0.84892,,
1716,0.28189,0.90323,,
1717,0.43944,0.86667,,
1718,0.40654,0.89674,,
1719,0.44512,0.84348,,
1720,0.36437,0.90756,,
1721,0.82618,0.75568,,
1722,0.50013,0.81522,,
1723,0.50614,0.81443,,
1724,0.3516,0.87692,,
1725,0.30959,0.87156,,
1726,0.3271,0.90756,,
1727,0.5925,0.81818,,
1728,0.36861,0.87603,,
1729,0.26578,0.88235,,
1730,0.25482,0.92357,,
1731,0.39615,0.88,,
1732,0.35293,0.9011,,
1733,0.39937,0.84375,,
1734,0.53824,0.84694,,
1735,0.40461,0.87931,,
1736,0.96631,0.6963,,
1737,0.23672,0.91111,,
1738,0.43995,0.86719,,
1739,0.29128,0.92857,,
1740,0.38239,0.87395,,
1741,0.47267,0.84564,,
1742,0.41266,0.86719,,
1743,0.36253,0.89655,,
1744,0.35278,0.87395,,
1745,0.53248,0.85088,,
1746,0.49057,0.86139,,
1747,0.44436,0.83529,,
1748,0.67466,0.81522,,
1749,0.48931,0.8366,,
1750,0.29567,0.90517,,
1751,0.53881,0.86127,,
1752,0.44766,0.87705,,
1753,0.72347,0.78261,,
1754,0.46349,0.84962,,
1755,0.83458,0.7757,,
1756,0.66382,0.83673,,
1757,0.2762,0.92701,,
1758,0.29991,0.875,,
1759,0.83028,0.77586,,
1760,0.44973,0.84564,,
1761,0.56572,0.82482,,
1762,0.41134,0.90714,,
1763,0.36894,0.88406,,
1764,0.27805,0.91667,,
1765,0.37972,0.89815,,
1766,0.33389,0.89565,,
1767,0.5024,0.82787,,
1768,0.60104,0.82609,,
1769,0.46538,0.84127,,
1770,0.21466,0.93382,,
1771,0.51501,0.85484,,
1772,0.18036,0.94444,,
1773,0.35846,0.89189,,
1774,0.44446,0.87963,,
1775,0.50431,0.81457,,
1776,0.29899,0.91111,,
1777,0.40227,0.86239,,
1778,0.99534,0.78512,,
1779,0.43453,0.84559,,
1780,0.44205,0.86486,,
1781,0.39509,0.89313,,
1782,0.25157,0.89744,,
1783,0.55411,0.79798,,
1784,0.40137,0.89051,,
1785,0.26713,0.93258,,
1786,0.81013,0.75,,
1787,0.56788,0.81746,,
1788,0.62638,0.80822,,
1789,0.86895,0.71512,,
1790,0.4659,0.86667,,
1791,0.4922,0.82014,,
1792,0.5833,0.81633,,
1793,0.68637,0.80769,,
1794,0.49924,0.88435,,
1795,0.2177,0.94309,,
1796,0.399,0.90517,,
1797,0.46852,0.84298,,
1798,0.27954,0.89683,,
1799,0.30338,0.90244,,
1800,0.70629,0.78632,1.73073,0.6236
1801,0.40824,0.84545,,
1802,0.40201,0.85185,,
1803,0.48589,0.8547,,
1804,0.32311,0.88983,,
1805,0.9732,0.71429,,
1806,0.46831,0.84259,,
1807,0.3611,0.88235,,
1808,0.45053,0.84564,,
1809,0.44483,0.83621,,
1810,0.47649,0.82517,,
1811,0.41888,0.85211,,
1812,0.36839,0.88393,,
1813,0.57178,0.8617,,
1814,0.38405,0.87379,,
1815,0.44148,0.84615,,
1816,0.36956,0.89216,,
1817,0.81789,0.75949,,
1818,0.47312,0.86822,,
1819,0.22507,0.93421,,
1820,0.31681,0.9071,,
1821,0.44145,0.86275,,
1822,0.34771,0.91919,,
1823,0.44595,0.86538,,
1824,0.87991,0.79195,,
1825,0.43788,0.87302,,
1826,0.36917,0.88356,,
1827,0.34138,0.89831,,
1828,0.22672,0.93902,,
1829,0.33915,0.85294,,
1830,0.45383,0.84298,,
1831,0.51362,0.83582,,
1832,0.35576,0.86179,,
1833,0.26757,0.91463,,
1834,0.38821,0.84483,,
1835,0.48183,0.81513,,
1836,0.50303,0.82014,,
1837,0.32241,0.87805,,
1838,0.48474,0.8087,,
1839,0.42075,0.87952,,
1840,0.4127,0.87075,,
1841,0.39798,0.84252,,
1842,0.33988,0.90756,,
1843,0.29233,0.90909,,
1844,0.42391,0.832,,
1845,0.47692,0.85714,,
1846,0.43474,0.84848,,
1847,0.51878,0.84444,,
1848,0.17922,0.94853,,
1849,0.29896,0.8866,,
1850,0.33218,0.89571,,
1851,0.44932,0.83333,,
1852,0.42929,0.84177,,
1853,0.33656,0.88776,,
1854,0.39323,0.87333,,
1855,0.64735,0.80405,,
1856,0.43268,0.81967,,
1857,0.28936,0.92208,,
1858,0.43041,0.84831,,
1859,0.3388,0.88028,,
1860,0.24121,0.94949,,
1861,0.70231,0.81818,,
1862,0.23497,0.92537,,
1863,0.2825,0.88722,,
1864,0.23694,0.91837,,
1865,0.45861,0.91045,,
1866,0.27222,0.888,,
1867,0.53103,0.84921,,
1868,0.30487,0.91473,,
1869,0.44686,0.86486,,
1870,0.65579,0.82609,,
1871,0.49537,0.84404,,
1872,0.41762,0.83784,,
1873,0.25401,0.9292,,
1874,0.27273,0.88435,,
1875,0.50128,0.85,,
1876,0.37623,0.87681,,
1877,0.35636,0.85841,,
1878,0.41242,0.87013,,
1879,0.22554,0.93617,,
1880,0.50208,0.84848,,
1881,0.41948,0.87097,,
1882,0.46928,0.83217,,
1883,0.36472,0.84615,,
1884,0.26189,0.89344,,
1885,0.43255,0.85417,,
1886,0.65138,0.81746,,
1887,0.4761,0.80303,,
1888,0.41789,0.83471,,
1889,0.62712,0.79661,,
1890,0.44109,0.83333,,
1891,0.36911,0.88,,
1892,0.63757,0.81333,,
